yr_built,bedrooms,bathrooms,sqft_living,waterfront,view,condition,grade,price
2010,3,2.5,2329,0,0,3,8,327555
2005,5,3.25,3340,0,0,3,8,690000
2015,4,2.25,2580,0,0,3,9,673000
2014,3,2.5,2029,0,0,3,9,384435
2006,4,2.75,3430,0,0,3,9,780000
2014,5,3.75,3330,0,2,3,9,1.38E+06
2013,5,3.5,3220,0,0,3,8,950968
2008,2,2.25,1240,0,0,3,7,334950
2004,3,3.5,1500,0,0,3,8,489000
2006,3,3,3530,0,0,3,10,600000
2007,3,2.25,1260,0,0,3,8,282000
2007,4,4,4168,0,0,3,10,442000
1995,2,1.5,1030,0,0,3,7,220000
2006,3,2.5,3080,0,0,3,8,489000
2009,3,1.5,1072,0,0,3,7,250000
2014,4,2.75,2790,0,0,3,8,484259
2007,3,2.5,4090,0,2,3,11,1.68E+06
2013,3,2.5,1800,0,0,3,8,450000
2005,2,1.5,830,0,0,3,7,299000
2010,3,2.5,2280,0,0,3,8,450000
2007,4,3,2110,0,0,3,9,585000
2014,3,2.25,1570,0,0,3,8,660000
2005,2,1.5,830,0,0,3,7,301500
2012,4,3.75,4120,0,0,3,10,949950
2009,4,2.5,2540,0,0,3,9,759990
2014,4,2.75,2050,0,0,3,8,355000
2014,4,2.75,3080,0,0,3,9,889950
2008,3,2.5,2390,0,0,3,8,629800
2012,4,2.5,3170,0,0,3,9,745000
2007,2,1.5,1240,0,0,3,7,379900
2009,3,2.5,1090,0,0,3,8,335000
2006,5,4.5,4630,0,0,3,9,809000
2012,4,2.5,3230,0,0,3,8,569950
2001,4,3.5,3510,0,0,3,10,723000
2009,4,2.5,1785,0,0,3,8,282000
2006,5,3.25,2360,0,0,3,8,569900
2009,4,2,2340,0,0,3,7,385000
2009,3,2.25,1620,0,0,3,8,420000
2006,3,3.25,3890,0,0,3,12,2.25E+06
2006,4,3.5,3590,0,2,3,9,1.21E+06
2012,4,3,1984,0,0,3,7,292000
2014,3,2.25,1640,0,0,3,8,645000
2008,4,2,1350,0,0,3,7,304500
2011,4,3.5,2730,0,0,3,8,489500
2006,4,4,5610,0,0,3,11,1.58E+06
2012,2,1,962,0,0,3,7,390000
2013,4,3.5,3040,0,0,3,8,815000
2014,3,3.5,2540,0,1,3,9,719000
2014,4,2.5,2240,0,0,3,8,331210
2005,3,1.5,1260,0,0,3,7,245000
2011,5,4,3210,0,0,3,8,465000
2008,3,2.5,1620,0,4,3,8,580000
2007,3,2,1580,0,2,3,8,540000
2007,3,2.5,1430,0,0,3,7,399000
2009,4,2.5,1850,0,0,3,8,328000
2010,4,2.5,3340,0,0,3,10,701000
2014,3,2.75,2670,0,0,3,8,408000
2005,5,4.25,4660,0,2,3,11,2.64E+06
2006,3,2.5,1550,0,0,3,8,445000
2005,4,2.5,3470,0,0,3,9,672500
2009,3,2.5,3010,0,0,3,8,538000
2014,5,3.5,3931,0,0,3,10,450000
2011,3,2.5,1800,0,0,3,8,362500
2008,3,2.5,1570,0,0,3,8,414950
2014,3,2.5,2230,0,0,3,8,679950
2005,4,2.5,2423,0,0,3,8,290000
2007,3,2,1160,0,0,3,7,230000
2010,2,2,1440,0,0,3,8,439950
2014,4,2.5,2052,0,0,3,8,349900
2014,5,2.5,2780,0,0,3,8,550000
2006,4,4.25,3720,0,2,3,9,1.05E+06
2014,2,2.25,1460,0,0,3,9,655000
2006,3,3.5,1370,0,0,3,8,385000
2012,6,4.5,3600,0,0,3,9,729999
2006,3,2.25,1420,0,0,3,8,523950
2009,2,2.5,980,0,0,3,8,369000
2010,3,2.5,1790,0,0,3,8,509900
2006,3,2.5,2010,0,0,3,7,282000
2014,3,2.5,2370,0,0,3,8,387865
2007,4,2.5,2560,0,0,3,8,385000
2005,3,2.5,1900,0,0,3,7,536000
2007,2,2.25,1350,0,0,3,8,395000
2014,4,2.75,2650,0,0,3,10,545000
2001,4,2.5,3020,0,4,3,9,715000
2005,3,2.5,1500,0,0,3,7,348000
2015,3,1.75,1320,0,0,3,9,455000
2010,4,2.75,3120,0,0,3,10,575000
2014,3,2.25,1540,0,0,3,7,449950
2011,3,2.5,1800,0,0,3,8,364000
2014,4,2.5,3640,0,0,3,9,932990
2003,3,2.5,2440,0,0,3,9,710000
2014,4,4,3970,0,0,3,9,949990
2014,3,2.5,2060,0,0,3,8,326989
2013,3,2.5,2538,0,0,3,8,335606
2007,5,4.5,4270,0,0,3,11,1.53E+06
2005,3,2.5,1320,0,0,3,7,299950
2013,4,2.75,3340,0,0,3,11,962000
2012,2,2.5,1590,0,0,3,8,395825
2014,5,2.75,2710,0,0,3,8,419354
2006,4,2.75,3140,0,1,3,10,920000
2005,3,2.25,1445,0,0,3,7,366000
2009,4,2.5,2430,0,0,3,7,480000
2006,3,3.25,1370,0,0,3,8,388000
2007,4,3.5,5050,0,0,3,11,2.32E+06
2010,3,2.5,1860,0,0,3,9,730000
2006,5,3.75,5330,0,2,3,10,950000
2014,3,3.25,1710,0,0,3,7,358990
2014,4,2.5,2650,0,0,3,8,398651
2006,4,2.5,2590,0,0,3,9,530000
2013,4,2.5,2610,0,0,3,9,610360
2007,3,2.5,1770,0,0,3,8,436110
2012,4,2.75,3730,0,0,3,10,925000
2007,4,2.5,2420,0,0,3,9,449950
2009,4,2.5,3330,0,0,3,9,760000
2009,3,2.25,1910,0,0,3,8,293000
2013,2,2.5,2170,0,2,3,8,695000
2011,3,2.5,2437,0,0,3,7,285000
2014,5,4,4180,0,0,3,10,1.26E+06
2011,3,2.5,1800,0,0,3,8,379900
2006,5,2.5,2570,0,0,3,8,472000
2007,4,2.5,2090,0,0,3,7,300000
2007,4,2.5,2789,0,0,3,7,272000
2014,4,2.5,2906,0,0,3,9,418395
2008,5,2.5,2550,0,0,3,7,465000
2014,4,2.75,3550,0,0,3,9,659950
2014,3,2.25,1590,0,0,3,8,484950
1979,3,2.25,1950,0,0,4,7,359000
2009,4,2.5,3250,0,0,3,8,519000
2009,5,4.5,4590,0,0,3,10,1.71E+06
2006,4,2.75,3070,0,0,3,9,535000
2006,4,3.25,3030,0,0,3,8,622950
2005,3,2.5,2610,0,0,3,8,515000
2005,4,3.5,3150,0,0,3,7,330000
2009,3,1.5,1240,0,0,3,8,318000
2011,3,2.5,1680,0,0,3,7,439000
2006,3,2.5,2220,0,0,3,8,540000
2011,4,3.25,4800,0,0,3,10,1.08E+06
2010,4,2.5,3100,0,0,3,9,435000
2006,4,4,7850,0,0,3,12,2.70E+06
2012,4,2.75,3590,0,0,3,10,1.10E+06
2008,4,2,1590,0,0,3,7,293467
2013,3,2.5,2242,0,0,3,8,328000
2005,3,3.5,2490,0,0,3,8,550000
2015,3,2,1530,0,0,3,9,649000
2010,4,2.5,2150,0,0,3,7,435000
2014,3,2.5,2440,0,0,3,10,625000
2007,3,1.5,1270,0,0,3,8,415000
2009,3,2.25,1450,0,0,3,7,400000
2014,3,2.5,2690,0,0,3,10,979000
2003,4,2.5,2755,0,0,3,7,625250
2011,4,3.5,2650,0,0,3,8,665000
2005,3,3.25,2310,0,0,3,8,589500
2007,2,3,1460,0,0,3,8,437000
1959,3,1,1400,0,0,5,7,320000
2006,3,2.5,2196,0,0,3,8,333500
2008,3,2.25,2020,0,0,3,8,430000
2014,5,4.5,4280,0,0,3,10,995500
2013,3,3,2340,0,0,3,8,427874
2014,4,2.5,2220,0,0,3,8,334990
2006,4,4,4420,0,0,3,10,909500
2006,3,2,1580,0,0,3,7,210000
2013,4,2.75,3550,0,0,3,9,952990
2013,2,1.75,1510,0,0,3,8,622500
2007,3,3.5,1360,0,0,3,8,515000
2009,3,2.5,2040,0,0,3,8,350000
2011,1,1.5,1120,0,0,3,7,310000
2006,4,3.5,4490,0,0,3,9,700000
2014,4,2.5,3560,0,0,3,9,907687
2010,2,2.5,2150,0,0,3,8,741500
2011,3,2.5,2130,0,0,3,8,395000
2014,5,2.75,2990,0,0,3,8,559950
2008,4,2.5,1847,0,0,3,7,215000
2011,4,2.5,2610,0,0,3,9,390000
2007,3,2.25,1670,0,0,3,7,425000
2006,3,2.5,1860,0,0,3,7,472000
2006,4,3.5,3440,0,0,3,10,1.33E+06
2001,4,3.5,3510,0,0,3,10,695000
2008,3,2.5,1740,0,0,3,8,545000
2013,4,2.5,2240,0,0,3,8,389950
2011,3,2.25,1550,0,0,3,8,380000
2008,4,2,1390,0,0,3,7,288790
2012,3,3,2500,0,0,3,8,432500
2005,3,3.5,2710,0,0,3,8,615000
2011,3,2.5,1720,0,0,3,9,500000
2014,3,2.25,1760,0,0,3,9,615000
1963,4,2.25,2270,0,0,5,7,500000
2006,3,3.5,1690,0,0,3,8,622000
2015,5,3.5,4000,0,0,3,9,802945
2008,4,2.5,2880,0,0,3,10,1.26E+06
2014,3,2.5,1480,0,0,3,8,598950
2009,3,2.5,1950,0,0,3,7,430000
2009,4,2.75,2700,0,0,3,9,515000
2008,2,3,2210,0,0,3,10,1.26E+06
2013,4,3.5,2370,0,0,3,8,400000
2007,3,2.5,1310,0,0,3,7,390000
2007,3,2.5,2410,0,0,3,7,450000
2014,5,1.5,3360,0,0,3,9,804995
2013,4,3.25,3040,0,0,3,8,825000
2002,4,2.25,2140,0,0,3,7,435000
2004,3,2.5,1720,0,0,3,7,398000
2014,4,2.5,2658,0,0,3,9,411605
2013,3,3.25,1480,0,0,3,8,315000
2013,2,2,1350,0,0,3,8,455000
2006,3,2.5,1150,0,0,3,8,452950
2008,3,1.75,1690,0,0,3,8,380000
2012,2,1.75,1270,0,0,3,8,340000
2013,3,2.5,2655,0,0,3,8,409950
2005,2,1,880,0,0,3,8,360000
2006,4,4.25,4645,0,0,3,10,1.60E+06
2007,3,1.5,1270,0,0,3,8,440000
2012,2,1.75,1728,0,3,3,9,730000
2006,3,2.25,1950,0,0,4,8,408000
2008,4,2.5,3170,0,0,3,8,820000
2007,2,2.5,1233,0,0,3,7,360000
2014,3,2.5,2570,0,0,3,8,339990
2014,3,2,1560,0,0,3,8,515000
2013,3,1.75,1630,0,0,3,8,541000
2007,4,2.5,2510,0,0,3,9,375000
2010,4,2.5,2223,0,0,3,8,320000
2008,2,2.25,1230,0,0,3,7,325000
2014,5,2.75,3050,0,0,3,8,740000
2014,5,2.75,2710,0,0,3,8,450000
2011,4,2.5,2090,0,0,3,8,455000
2006,3,2.5,1440,0,0,3,8,292500
2013,3,2.5,2500,0,0,3,9,650000
2015,4,2.75,2740,0,0,3,10,530000
2014,5,3.25,3360,0,0,3,9,829995
2009,4,2.75,2280,0,0,3,8,395000
2014,4,2.75,3520,0,0,3,9,859990
2008,2,1.5,1320,0,0,3,8,342500
2012,4,2.75,3410,0,0,3,9,743000
1975,3,2.25,2730,0,0,3,7,345000
2007,3,2.5,1780,0,0,3,8,443000
2009,3,2.5,1427,0,0,3,7,260000
2005,4,2.5,2910,0,0,3,9,810000
2011,4,2.75,3250,0,0,3,8,570000
2008,5,3.5,3630,0,0,3,10,1.56E+06
2009,2,2.5,1680,0,0,3,9,840000
2013,3,2.5,2280,0,0,3,9,950000
2015,3,2.5,3310,0,0,3,9,572800
2008,3,3,1290,0,0,3,7,305000
2008,5,4.75,3940,0,0,3,10,1.70E+06
2008,4,2.5,2170,0,0,3,7,445000
2012,4,3.5,3290,0,0,3,9,801000
2004,3,2.5,2550,0,0,3,9,711000
2008,3,2.25,1140,0,0,3,7,268500
2012,4,2.5,2300,0,0,3,7,320000
2013,4,3.25,2670,0,0,3,9,500000
2014,4,2.5,2440,0,0,3,9,631625
2005,2,2.5,1611,0,2,3,10,850000
2006,3,3.5,2710,0,0,3,8,600000
2007,3,2.75,2015,1,4,3,9,988500
2014,4,3.25,3444,0,0,3,8,430236
2005,3,2.5,3060,0,0,3,10,1.27E+06
2013,4,2.5,2050,0,0,3,8,689500
2014,3,1.5,1390,0,0,3,7,175003
2006,2,2.5,1240,0,0,3,8,459000
2013,4,3.25,3750,0,0,3,10,1.18E+06
2006,3,3.25,1410,0,0,3,8,358000
2014,4,2.5,2448,0,0,3,9,447055
2009,3,2.75,2600,0,0,3,8,415000
2004,4,3.25,3330,0,0,3,9,1.21E+06
2006,2,2.25,1160,0,0,3,8,495000
2005,2,2.25,1330,0,0,3,8,479000
2006,3,2.5,2830,1,4,3,10,1.90E+06
2005,3,2.5,1610,0,0,3,8,249900
2011,4,2.5,2800,0,0,3,9,1.47E+06
2006,5,3.75,4570,0,0,3,11,1.04E+06
2014,4,2.5,2820,0,0,3,9,897000
2006,4,2.5,2570,0,0,3,9,1.10E+06
2014,3,2.25,1710,0,0,3,9,685000
1982,3,1.5,1220,0,0,3,7,295000
2014,3,2.25,1650,0,0,3,8,619000
2008,2,1.5,1130,0,0,3,8,439108
2011,3,2.25,1489,0,0,3,7,260000
2012,5,2.5,2690,0,0,3,7,279000
2007,3,2.25,1530,0,0,3,7,380000
2013,3,2.5,1600,0,0,3,8,287000
2006,2,1.5,1000,0,0,3,7,377000
2005,4,3.5,2440,0,1,3,8,649950
2007,3,2.5,1260,0,0,3,8,445000
2005,3,2.5,1660,0,0,3,7,605000
1999,3,2.25,1190,0,0,3,7,475000
2009,3,3,1520,0,0,3,8,399000
2014,5,2.75,3250,0,0,3,8,718000
2005,4,3.25,4700,0,4,3,11,1.40E+06
2012,3,2.5,1480,0,0,3,9,341000
2011,2,2.5,2380,0,2,3,8,818000
2014,3,2.25,1640,0,0,3,8,759000
2010,3,3.5,1650,0,0,3,8,547500
2005,5,4.75,5305,0,2,3,11,2.70E+06
2007,2,2.5,1278,0,0,3,7,358000
2010,3,2.5,1200,0,0,3,9,412000
2005,2,1.5,690,0,0,3,7,245000
2014,4,2.5,3202,0,0,3,9,460940
2010,3,2.25,1347,0,0,3,7,321000
2014,4,3.5,2960,0,0,3,9,633634
1928,1,0.75,740,0,0,4,6,290000
2007,2,2.25,1200,0,0,3,7,445000
2012,5,3.5,4320,0,0,3,9,887250
2010,3,2.5,2310,0,3,3,8,739000
2014,3,2,1490,0,0,3,8,429900
2014,3,2,1480,0,0,3,8,459000
2012,3,2.25,1481,0,0,3,7,240000
2014,3,3,1730,0,0,3,8,566950
2006,4,3.5,3900,0,0,3,10,1.04E+06
2005,3,3.5,1130,0,0,3,7,343000
2014,4,3.25,3230,0,0,3,9,572115
2004,5,3.5,3920,0,0,3,9,918000
2007,2,1.5,1190,0,0,3,8,555000
2014,4,2.5,2311,0,0,3,9,399440
2008,3,2.5,1810,0,0,3,8,450000
2008,4,2.5,3290,0,0,3,9,648000
2008,4,2.5,3250,0,0,3,8,580000
2013,4,2.5,2544,0,0,3,9,415000
2008,3,2.5,1380,0,0,3,8,527500
2011,3,2.25,1430,0,0,3,8,384000
2009,3,2.5,3490,0,2,3,9,692000
2006,2,1.5,910,0,0,3,8,455000
2014,4,3.25,3080,0,0,3,9,1.28E+06
2011,3,2.5,2280,0,0,3,8,415000
2008,3,2.5,1660,0,0,3,8,975000
2014,4,2.5,3320,0,0,3,9,799950
2008,5,4,1680,0,0,3,8,545000
2014,4,3.5,2584,0,0,3,8,429900
2009,3,2.5,2217,0,0,3,7,275000
2009,3,2.5,2480,0,0,3,8,498000
2014,3,2.5,2610,0,0,3,9,754950
2013,4,3,3240,0,0,3,10,895000
2013,4,3.25,3569,0,0,3,10,580000
2014,4,2.5,3181,0,0,3,8,379900
2009,4,2.5,1921,0,0,3,7,245000
2014,3,2.5,1570,0,0,3,8,417000
2009,3,2.5,1940,0,0,3,8,555000
2009,3,2.5,1940,0,0,3,8,555000
2009,4,2.5,2210,0,0,3,8,353000
2008,3,2.25,1280,0,0,3,8,539000
1977,3,2,1520,0,0,3,7,434900
2008,2,2.25,1230,0,0,3,7,325000
2007,3,2.5,1480,0,0,3,8,650000
2014,4,2.5,2612,0,0,3,8,379950
2012,3,2.5,2350,0,0,3,8,700000
2014,3,2.5,1300,0,0,3,8,675000
1960,4,1.5,2020,0,0,4,7,379000
2005,3,2.5,2140,0,0,3,8,571000
2007,3,2.25,1380,0,0,3,8,475000
2006,4,3.5,2730,0,0,3,8,769900
2006,4,3.5,4220,0,0,3,9,633000
2010,3,2.5,1570,0,0,3,8,635000
2007,4,3.5,4670,0,3,3,11,1.24E+06
2009,3,2.25,1370,0,0,3,8,524000
2014,4,3.5,3273,0,0,3,8,485000
2009,3,4,3880,0,3,3,11,1.03E+06
2011,3,3.5,1494,0,0,3,8,650000
2013,3,2.5,2930,0,0,3,8,754842
2014,4,2.5,2598,0,0,3,9,428900
2011,3,2.5,2242,0,0,3,8,329900
2014,4,2.5,2830,0,0,3,9,1.04E+06
2009,4,2.5,2710,0,0,3,7,544999
2012,4,2.75,2320,0,0,3,8,449950
2006,4,2.5,2720,0,0,3,9,635000
2014,3,1.75,1650,0,0,3,8,599000
2008,3,3.25,1430,0,0,3,8,478000
2014,4,2.5,2090,0,0,3,9,388000
2014,4,3.5,3660,0,0,3,9,809950
2012,4,3.5,4220,0,0,3,10,1.06E+06
2015,2,2.5,1450,0,0,3,9,659000
2013,4,3.75,3460,0,0,3,11,971971
2006,3,2.5,1350,0,0,3,8,389000
2005,4,2.75,3000,0,0,3,8,355000
2006,4,2.5,2950,0,0,3,9,551500
2014,4,2.5,2530,0,0,3,8,417838
2008,4,4.5,4650,0,0,3,11,1.75E+06
1943,2,1,710,0,0,4,7,399950
2007,4,2.5,3050,0,0,3,9,740000
2013,3,2.5,1150,0,0,3,7,335000
2006,5,5.25,3410,0,0,3,11,2.25E+06
2007,3,1.75,1370,0,0,3,8,667000
2007,4,2.5,3540,0,0,3,9,920000
2007,3,2.5,1370,0,0,3,7,368000
2009,4,2.5,1714,0,0,3,8,307000
2014,4,2.75,3650,0,0,3,7,550000
2013,4,2.5,2990,0,0,3,9,594491
2014,4,2.5,3284,0,0,3,8,460458
2010,4,2.25,3550,0,0,3,8,859000
2009,3,3,1860,0,0,3,8,399950
2007,3,3.25,1720,0,0,3,8,547500
2006,3,2.5,2540,0,0,3,7,310000
2014,4,2.75,3270,0,0,3,9,939000
2008,2,2.5,980,0,0,3,8,329900
2006,3,2.5,1150,0,0,3,8,436000
2008,3,2.5,1820,0,0,3,8,320000
2011,3,2.5,1580,0,0,3,8,375000
2010,3,2,1460,0,0,3,7,392137
2004,4,2.5,2900,0,0,3,8,520000
2007,5,2.75,2620,0,0,3,9,535000
2008,2,2.5,1340,0,0,3,8,407000
2014,4,3.25,3266,0,0,3,8,424950
2006,2,1.5,1076,0,0,3,7,290000
2009,3,3.25,1680,0,0,3,8,399000
2005,3,2.5,1930,0,0,3,8,439990
2014,4,2.5,2880,0,0,3,9,635000
2013,4,2.25,2240,0,0,3,8,635000
2012,3,2.5,2594,0,0,3,8,351000
2007,2,1.5,1210,0,0,3,8,437500
2014,4,3.5,3760,0,0,3,9,919204
2014,4,2.5,3600,0,0,3,9,923990
2012,4,2.5,2050,0,0,3,8,639888
2008,3,3.25,1510,0,0,3,8,675000
2013,4,2.5,2580,0,0,3,8,899900
2009,3,2.5,1670,0,0,3,7,252000
2007,4,2.5,3190,0,0,3,9,925000
2009,3,2.5,1280,0,0,3,8,552000
2006,4,2.5,2718,0,0,3,8,388500
2004,2,2,1370,0,0,3,8,548000
2005,3,2.5,1794,0,0,3,7,254950
2008,4,4.5,5120,0,0,3,10,1.24E+06
2014,3,2.5,2160,0,0,3,9,629000
2014,4,2.5,2180,0,0,3,8,734000
2010,3,2.25,1490,0,0,3,7,309000
2006,3,2.5,2950,0,0,3,9,554950
2000,3,2.75,2990,0,0,3,9,785000
2007,4,2.5,2700,0,0,3,9,550000
2014,4,3.5,3130,0,0,3,10,1.01E+06
2007,3,2,3620,0,0,3,8,1.58E+06
2014,5,2.75,2481,0,0,3,8,309000
2014,3,2.5,1730,0,0,3,8,328423
2008,3,1.5,1420,0,0,3,8,345000
2014,5,3.5,3160,0,0,3,9,660000
2008,3,3.25,1320,0,0,3,8,385000
2006,2,2.25,1010,0,0,3,8,459000
2007,3,2.5,1870,0,0,3,7,248000
2006,4,3.5,5220,0,3,3,11,1.48E+06
2011,4,2.5,2260,0,0,3,8,379000
2010,5,4.5,4340,0,4,3,10,2.95E+06
2004,2,2.25,1620,0,0,3,8,395000
2006,3,2.5,2280,0,0,3,8,535000
2008,5,3.5,3400,0,0,3,9,970000
2006,2,1.5,830,0,0,3,7,205000
2010,4,2.5,2310,0,0,3,8,310000
2005,2,1.5,830,0,0,3,7,334500
2012,5,3.25,4130,0,0,3,10,995000
2014,4,3,2050,0,0,3,8,370228
2014,4,2.5,2050,0,0,3,9,383000
2005,3,2.5,1600,0,0,3,8,384500
2014,5,2.5,3190,0,0,3,9,865000
2007,4,3.75,3860,0,0,3,10,1.05E+06
2012,4,2.5,2040,0,0,3,8,502000
2013,4,3.5,3845,0,0,3,10,1.75E+06
2014,4,2.5,2650,0,0,3,8,569995
2013,4,2.5,3430,0,0,3,8,749950
2007,3,2.5,2430,0,0,3,8,550000
2007,3,3.5,2876,0,0,3,8,525000
2007,4,3.5,2550,0,0,3,7,516000
2014,4,3.75,4100,0,0,3,9,1.35E+06
2009,4,2.5,2730,0,0,3,7,440000
2008,3,2.5,1780,0,0,3,8,660000
2010,3,2.5,1880,0,0,3,7,261950
2010,5,3.75,3090,0,0,3,10,551000
2014,3,3.5,2460,0,0,3,8,665000
2012,4,3.5,2910,0,0,3,9,610000
2012,4,3.5,2910,0,0,3,9,645000
2013,3,1.75,1930,0,0,3,9,536751
2009,3,2.25,1413,0,0,3,8,260000
2006,3,3.25,4030,0,0,3,10,1.31E+06
2014,4,3.25,2880,0,0,3,8,429900
2014,4,2.75,2360,0,0,3,8,535000
2006,2,1.75,1070,0,0,3,8,462550
2008,3,3.25,1460,0,0,3,8,602000
2008,4,2.75,3800,0,0,3,9,730000
2010,2,1.5,1190,0,0,3,8,300500
2009,5,2.5,3200,0,0,3,9,675000
2008,3,2.25,1970,0,0,3,8,415000
2010,3,2.5,2830,0,0,3,9,614000
2010,4,2.5,2630,0,0,3,7,385000
2005,4,2.75,2720,0,0,3,9,594000
2014,4,2.75,3160,0,0,3,9,860000
2006,4,4,3770,0,0,3,10,1.10E+06
2004,4,2.75,3500,0,0,3,9,775000
2014,5,2.75,2710,0,0,3,8,430760
2009,2,2.5,2170,0,2,3,8,755000
2007,2,2.25,1540,0,0,3,9,640000
2009,3,3.25,1876,0,0,3,9,613500
2007,4,3.5,3720,0,2,3,10,780000
2014,4,2.5,3148,0,3,3,9,550000
2010,4,3.25,3240,0,0,3,9,789500
2012,5,3.5,3340,0,0,3,8,592000
2014,4,2.5,2413,0,0,3,8,454950
2010,4,2.5,2500,0,0,3,7,475000
2014,2,1.75,1180,0,0,3,10,659000
2005,4,2.5,2890,0,0,3,9,570000
2014,5,3,2230,0,0,3,7,347500
2006,4,2.5,1767,0,0,3,8,205000
2009,3,3.25,1450,0,0,3,8,380000
2013,5,2.75,2930,0,0,3,9,718000
2014,5,2.75,2710,0,0,3,8,515805
2013,4,3.25,3600,0,1,3,10,1.03E+06
2014,3,2.5,1800,0,0,3,8,437718
2006,4,2.5,2290,0,0,3,8,450000
2007,3,2.5,1510,0,0,3,8,515000
2007,2,2.5,1090,0,0,3,7,204000
2006,3,2,1270,0,0,3,8,360000
2008,3,2.25,1540,0,0,3,8,550000
2008,3,2.5,2930,0,0,3,9,650880
2014,5,3.75,4360,0,4,3,10,1.79E+06
2014,4,3.5,3640,0,3,3,9,895900
2008,4,2.5,2430,0,0,3,8,585000
2010,3,2.25,1520,0,0,3,8,380000
2014,5,2.75,2730,0,0,3,8,565997
2006,3,3,2440,0,0,3,8,459000
2010,3,3.75,1580,0,0,3,8,550000
2006,3,2.25,1420,0,0,3,8,500000
2006,5,3.25,2820,0,0,3,8,461500
2008,4,5.5,5060,0,0,3,11,2.15E+06
2007,4,2.5,2650,0,0,3,8,790000
2011,3,2.25,1490,0,0,3,9,735000
2009,4,2.5,3060,0,0,3,9,588000
2011,3,3.25,3240,0,0,3,8,724500
2008,3,2.75,2820,0,0,3,9,749000
2003,5,3.5,4140,0,0,3,8,720000
2006,2,1.5,982,0,0,3,8,250000
2007,3,2.75,2460,0,0,3,9,790000
2014,4,2.5,2547,0,0,3,9,392440
2012,4,2.25,1834,0,0,3,8,280000
2014,4,4.5,3130,0,0,3,10,1.33E+06
2008,4,2.5,2730,0,0,3,9,649000
2008,2,2.5,1380,0,0,3,8,457000
2002,4,4.25,4700,0,1,3,11,2.23E+06
2004,3,3,2330,0,0,3,9,453000
2014,3,2.5,1730,0,0,3,8,329780
2007,2,2.5,2350,0,2,3,10,1.05E+06
2015,5,4.5,4000,0,0,3,9,771005
2009,3,2.5,3350,0,0,3,9,1.30E+06
2006,3,3.25,1530,0,0,3,8,607500
1979,2,2.25,1610,0,0,4,7,278000
2013,4,2.75,2620,0,0,3,8,475000
2006,3,2,1300,0,0,3,8,270000
2006,4,3.5,3590,0,2,3,9,1.30E+06
2014,4,2.5,2490,0,0,3,8,778983
2005,3,2.5,1320,0,0,3,7,221000
2014,4,2.25,1800,0,0,3,8,338800
2014,5,1.5,3360,0,0,3,9,834995
2006,4,2.5,3220,0,0,3,8,550000
2007,3,3.5,2514,0,0,3,8,575000
2014,4,2.75,3130,0,0,3,9,649000
2012,4,2.5,2720,0,0,3,8,545000
2007,2,2.25,1390,0,0,3,8,625000
2006,4,4.5,4920,0,3,3,10,1.04E+06
2008,3,2.5,2134,0,0,3,8,611000
2012,3,2.5,1741,0,0,3,8,300000
2001,3,2.5,2560,0,0,3,8,577000
2014,4,2.5,2220,0,0,3,8,349990
2006,3,2.5,1910,0,0,3,9,650000
2009,2,1.5,980,0,0,3,7,378000
2013,3,2.5,1950,0,0,3,7,313200
2014,5,4.25,4150,0,0,3,10,1.21E+06
2009,2,1.5,1110,0,0,3,7,252500
2009,3,2.5,1250,0,0,3,8,308000
2004,4,2.5,3310,0,0,3,9,803100
2010,4,2.5,2020,0,0,3,7,415000
2010,4,3.5,3310,0,0,3,9,785000
2012,4,2.5,2798,0,0,3,9,499950
2008,4,2.5,1847,0,0,3,7,216000
2009,4,2.5,2420,0,0,3,9,380000
2012,4,2.5,2020,0,0,3,7,345000
2007,4,2.5,2400,0,0,3,8,456500
2014,3,2.5,1760,0,0,3,8,382495
2013,4,2.5,2110,0,0,3,7,324950
2014,4,2.5,2692,0,0,3,9,436472
2009,3,2.25,1490,0,0,3,7,365250
2014,5,3.25,3960,0,0,3,10,919990
2012,4,2.5,1740,0,0,3,7,316475
2010,4,2.5,1940,0,0,3,8,425000
2007,2,1,970,0,0,3,7,302860
2014,3,2.5,1852,0,0,3,7,298000
2007,4,4,4810,0,3,3,11,3.20E+06
2011,4,4,5635,0,3,3,10,950000
2009,3,2.5,1520,0,0,3,7,333000
2010,3,2.5,2099,0,0,3,7,289950
2014,3,2.25,1250,0,0,3,8,419950
2008,2,1.5,1090,0,0,3,8,306000
2014,4,2.5,3216,0,0,3,9,498445
2014,4,2.5,2970,0,0,3,8,775950
2001,3,2.5,2610,0,0,3,8,605000
2006,2,1.75,1340,0,0,3,7,520000
2014,4,2.75,3300,0,0,3,9,849990
2006,3,2,1630,0,0,3,10,767450
2014,3,2.25,1590,0,0,3,9,665000
2007,2,2.75,1310,0,0,3,8,525000
2014,4,3.5,3600,0,0,3,9,870515
2012,4,2.5,2154,0,0,3,9,390000
2015,3,1.75,1530,0,0,3,8,500000
2006,3,2.25,1360,0,0,3,8,399950
2005,3,2.5,1320,0,0,3,7,305000
2009,4,2.5,1660,0,0,3,7,255000
2014,4,2.5,2891,0,0,3,9,415000
2012,3,2.5,2340,0,0,3,10,716500
2009,3,2.5,2320,0,0,3,8,425000
2010,4,2.5,2190,0,0,3,8,540000
2014,3,2.5,2060,0,0,3,8,324747
2010,3,2.5,1740,0,0,3,7,385000
2012,3,2.25,1400,0,0,3,7,270000
